year,major_category,workers_female,percent_female,total_earnings,total_earnings_female,wage_percent_of_male
2016,Construction,2068,4.606508809836723,35661,36556,NA
2016,Construction,90,0.5756315957787016,70098,158929,NA
2016,Construction,166,0.8577038338327995,45658,NA,NA
2016,Construction,926,9.4306955901823,54454,66068,NA
2016,Construction,334,0.805284984087183,66863,91628,NA
2016,Construction,0,0,75466,NA,NA
2016,Construction,42,0.8735440931780365,43034,NA,NA
2016,Construction,0,0,55011,NA,NA
2016,Construction,1293,3.4352666117590793,54426,26987,NA
2016,Construction,16945,6.897099107386348,60447,52313,86.2496496463489
2016,Construction,15644,10.745022082105596,43661,43673,100.03206669873336
2016,Construction,12423,8.98121773832073,52338,43442,82.19245468649487
2016,Construction,1252,8.802643605427827,53595,41295,NA
2016,Construction,881,4.56027744707283,45532,21283,NA
2016,Construction,54,3.818953323903819,50787,NA,NA
2016,Construction,453,3.8910840061845047,61825,34616,NA
2016,Construction,118,1.85388845247447,33643,43438,NA
2016,Construction,1309,4.284498559832417,41409,31886,NA
2016,Construction,1212,2.1815825473396213,42132,32085,NA
2016,Construction,6417,4.72944089857166,61530,52219,NA
2016,Construction,2112,1.7665657359854123,40841,21989,NA
2016,Construction,334,2.3867371730741747,36565,31938,NA
2016,Construction,8776,1.2080882444038503,36634,28342,77.23668074669574
2016,Construction,2766,1.008120362136078,45320,35206,NA
2016,Construction,2791,1.502015423777157,51142,36781,NA
2016,Construction,314,0.9432828646959864,32818,30427,NA
2016,Construction,1082,1.808457295671068,30297,31652,NA
2016,Construction,633,3.878676470588235,52039,40096,NA
2016,Construction,4903,1.492891788942918,45440,36241,NA
2016,Construction,1332,4.550734540485139,38745,21141,NA
2016,Construction,11233,3.205618464910278,51050,43169,84.33586652861078
2016,Construction,12087,2.7585120877465648,44573,35977,79.93645432932655
2016,Construction,1318,5.011406844106464,48447,36327,NA
2016,Construction,621,1.6655491484511196,61877,47123,NA
2016,Construction,1041,0.9803090657400344,70012,41238,NA
2016,Construction,4965,3.9528995891850576,50164,56978,NA
2016,Construction,5153,10.914829171167735,51655,38147,NA
2016,Construction,3454,13.026588723364132,36449,28092,NA
2016,Construction,184,4.597701149425287,37395,NA,NA
2016,Construction,1283,6.270159319714592,42329,31038,NA
2016,Construction,0,0,41394,NA,NA
2016,Construction,135,1.3275641656013373,49346,31276,NA
2016,Construction,59,1.310237619364868,75309,NA,NA
2016,Construction,405,3.3621119043665946,31302,35351,NA
2016,Construction,10709,5.230153109814168,40529,34637,84.91750226776827
2016,Transportation,159420,19.05107892777631,52520,41397,73.47319099089505
2016,Transportation,960,17.913789886172793,46687,31082,NA
2016,Transportation,51702,49.023363422589696,31438,29682,85.36178534453008
2016,Transportation,1751,15.38258806992884,45794,29740,NA
2016,Transportation,829,3.5380478852801844,43039,45391,NA
2016,Transportation,300040,36.98184556714577,31485,28313,84.73901592242308
2016,Transportation,80114,54.028135579503925,25848,24665,91.70508625817966
2016,Transportation,43500,21.46092138889163,29474,25313,81.92439640106156
2016,Transportation,2362,26.8806190963924,29654,26246,NA
2016,Transportation,35232,55.70805135665044,27101,25315,79.26046526190551
2016,Transportation,3112,49.951845906902086,26528,19516,NA
2016,Transportation,38177,33.756874812103206,31967,29998,87.08703477907449
2016,Transportation,7492,8.823771891599044,44235,35785,78.86849007118771
2016,Transportation,1616,13.1939908556499,36047,33269,NA
2016,Transportation,141,2.3410260667441474,45387,40659,NA
2016,Transportation,2444,27.49156355455568,35268,31361,NA
2016,Transportation,12444,16.88214784767538,32249,29971,90.557771331883
2016,Transportation,694,16.302560488607,40872,25953,NA
2016,Transportation,3770,9.794242959576016,32512,26940,NA
2016,Transportation,871,10.85899513776337,37408,32740,NA
2016,Transportation,288,16.017797552836484,37477,11674,NA
2016,Transportation,12850,4.324196994935474,46666,32065,68.0222321220221
2016,Transportation,2569,12.278353964536636,43427,31818,NA
2016,Transportation,596,13.938260056127222,49469,44894,NA
2016,Transportation,5708,16.808504372920286,35532,29056,77.68568525747285
2016,Transportation,213,10.15736766809728,47536,46329,NA
2016,Transportation,746,1.4840750392901902,55390,48137,NA
2016,Transportation,25995,5.466336660729644,40394,31097,76.27422124110865
2016,Transportation,339,5.236329935125116,44329,24395,NA
2016,Transportation,684,12.333213126577714,51240,46871,NA
2016,Transportation,1170,9.112859256951475,32560,31061,NA
2016,Transportation,170,3.389830508474576,44996,30923,NA
2016,Transportation,68443,20.962762405895287,35076,29096,79.17709807336453
2016,Transportation,7299,42.46814452784081,36257,30647,73.73625580444146
2016,Transportation,32643,20.682117694764052,37214,28722,70.74732745455441
2016,Transportation,69188,59.58883462952915,22823,21245,79.57822976364386
2016,Transportation,13999,57.071221819071305,21308,19094,71.60160497993775
2016,Transportation,90927,70.14077988197633,23027,22358,88.76096708880861
2016,Transportation,2231,26.898963105859657,26559,25825,NA
2016,Transportation,1383,64.35551419264775,23349,20446,NA
2016,Transportation,27118,69.8521456905878,26152,23975,66.25490521196042
2016,Transportation,385,31.199351701782817,26938,23655,NA
2016,Transportation,2914,48.03032800395582,22483,21768,NA
2016,Transportation,3805,51.27341328661905,28490,27888,NA
2016,Transportation,5822,60.39419087136929,26440,25962,NA
2016,Transportation,1746,82.5922421948912,61630,61097,NA
2016,Transportation,3689,15.86598425874156,33082,29958,NA
2016,Transportation,5006,41.33091149273448,31173,28770,NA
2016,Transportation,2840,6.413296298805411,35113,27509,NA
2016,Transportation,1538,19.290104101342028,31457,21619,NA
2016,Transportation,2933,11.342279283808343,27707,23684,NA
2016,Transportation,3097,20.08560866463454,27718,24063,NA
2016,Transportation,1999,8.819766159276417,32046,31993,NA
2016,Transportation,3317,7.775069148188083,89417,72348,NA
2016,Transportation,2017,2.5183224501516985,60018,52121,NA
2016,Transportation,3254,4.152734883483499,48818,40614,NA
2016,Transportation,2236,5.957741600277104,63780,54020,NA
2016,Transportation,4722,9.720449586232451,51853,54830,NA
2016,Transportation,8170,12.366047102984805,37087,29582,77.56975036710719
2016,Transportation,9809,19.05215111197436,30780,26199,82.39197433800868
2016,Transportation,3808,15.8924919661116,36321,24726,NA
2016,Transportation,1665,15.99577288884619,42352,36547,NA
2016,Transportation,252169,37.847187827376395,41029,32183,68.40460805985377
2016,Transportation,8352,32.92336802270577,32523,25842,64.32678664774849
2016,Transportation,28120,48.09221665440988,36146,32104,77.7261282200271
2016,Transportation,110075,53.77302726388964,27178,24791,78.97486540728235
2016,Transportation,15275,12.065942051881576,36898,26885,68.48460147234888
2016,Transportation,7989,45.26089173417937,31397,26314,70.12391738840773
2016,Transportation,538,30.901780585870192,36791,41018,NA
2016,Transportation,2906,42.95639320029563,26961,19670,NA
2016,Transportation,898,23.725231175693526,31971,25705,NA
2016,Transportation,303,12.763268744734624,47469,33696,NA
2016,Transportation,2042,25.33813128179675,32736,31354,NA
2016,Transportation,2803,12.552619793999105,32017,25597,NA
2016,Transportation,6075,25.291423813488763,38661,26883,NA
2016,Transportation,1029,8.212290502793296,41969,45525,NA
2016,Transportation,4489,18.94492508968137,28256,25318,NA
2016,Transportation,39312,20.034042379705035,51318,40710,75.93165964113851
2016,Transportation,6281,6.1270875604807244,102155,90665,NA
2016,Transportation,5299,17.6762959503636,90935,72322,NA
2016,Transportation,37953,70.69440822560816,48586,42869,71.95320498833482
2016,Transportation,1789,17.193656895723212,28239,30258,NA
2016,Transportation,101735,36.304366444466645,35222,29570,76.72747087366045
2016,Transportation,124696,4.626799713997464,42200,32237,75.96795098385766
2016,Transportation,36601,12.118452985991318,27925,25365,87.07518022657055
2016,Transportation,2699,15.03118734684785,30386,24567,NA
2016,Transportation,2206,5.097395845368209,85678,80335,NA
2016,Transportation,236,6.642274134534197,60383,NA,NA
2016,Transportation,2616,5.977925550147392,71955,58522,NA
2016,Transportation,1841,12.803393838236316,66028,50528,NA
2016,Transportation,1572,10.321733420879845,47279,37364,NA
2016,Transportation,1073,4.460054867403774,73064,60630,NA
2016,Transportation,313,10.34368803701256,76236,NA,NA
2016,Transportation,347,8.813817627635254,52388,46458,NA
2016,Transportation,6029,13.05854577746973,23264,22742,NA
2016,Transportation,7043,11.907016060862215,23322,21091,NA
2016,Transportation,2949,16.978524958258966,36282,27308,NA
2016,Transportation,980,22.13688728258414,36974,30806,NA
2016,Transportation,1518,2.8241335044929397,58290,40682,NA
2016,Transportation,380,1.402628082090654,42058,31116,NA
2016,Transportation,203,3.420963936636333,50089,NA,NA
2016,Transportation,36046,7.187780414365191,32303,32272,99.897848630243
2016,Transportation,32510,14.417107177067445,25839,22073,84.03319754825446
2016,Transportation,232992,17.37668654737249,30729,26312,83.73217922606925
2016,Transportation,6642,42.184820577961254,29485,22554,NA
2016,Transportation,163998,56.045848797391784,23676,22013,83.98382358551754
2016,Transportation,623,3.188331627430911,62096,67083,NA
2016,Transportation,6319,9.696179223569128,32367,24268,NA
2016,Transportation,10,1.366120218579235,43866,NA,NA
2016,Transportation,43,1.024297284421153,44079,NA,NA
2016,Transportation,4594,14.785015447991762,35716,31922,NA
