year,major_category,workers_female,percent_female,total_earnings,total_earnings_female,wage_percent_of_male
2015,Construction,286,7,24181,30713,NA
2015,Construction,245,3.1,52418,31449,NA
2015,Construction,140,3.6,65000,NA,NA
2015,Construction,704,4.3,26547,42039,NA
2015,Construction,8504,4,40593,32143,78.9
2015,Transportation,149558,18.3,52183,41324,74.7
2015,Transportation,1414,21.3,40702,26424,NA
2015,Transportation,52147,48.9,30522,27911,86.2
2015,Transportation,1005,9.5,41498,26415,NA
2015,Transportation,1197,5,38770,25383,NA
2015,Transportation,299483,36.1,31459,27839,82.8
2015,Transportation,69764,50.1,24833,23243,88.7
2015,Transportation,43624,21,28372,23870,78.2
2015,Transportation,2389,28.8,30587,22152,NA
2015,Transportation,34050,52.6,27198,24809,79.4
2015,Transportation,2375,44.4,26943,22426,NA
2015,Transportation,36838,34.4,31329,27909,86.2
2015,Transportation,5379,6.4,42704,32993,74.4
2015,Transportation,1035,9.8,38439,30221,NA
2015,Transportation,476,6.5,38750,31984,NA
2015,Transportation,1880,21.6,45319,36277,NA
2015,Transportation,11928,15.8,33733,27252,76.7
2015,Transportation,80,5.9,38397,28333,NA
2015,Transportation,3275,7.6,33574,31659,NA
2015,Transportation,745,10.4,37629,27254,NA
2015,Transportation,179,11.3,30927,30864,NA
2015,Transportation,12262,4,45930,31772,68.5
2015,Transportation,2147,10,41843,39157,NA
2015,Transportation,978,23.7,45616,22862,NA
2015,Transportation,4477,12.8,36573,32270,NA
2015,Transportation,424,11.8,38750,29745,NA
2015,Transportation,1912,3.7,55475,27805,NA
2015,Transportation,24675,4.8,40548,30839,75.4
2015,Transportation,444,8.7,46967,28353,NA
2015,Transportation,512,8.9,43294,39521,NA
2015,Transportation,1052,7.3,35293,41088,NA
2015,Transportation,26,0.6,46744,NA,NA
2015,Transportation,74530,22.1,33848,26844,73.8
2015,Transportation,6999,36.4,36428,35295,93.6
2015,Transportation,35123,21.6,35323,27474,73.5
2015,Transportation,69405,56.9,22331,20277,74.7
2015,Transportation,17147,62.8,21936,19658,62.1
2015,Transportation,93404,71.3,21839,21306,86.7
2015,Transportation,1283,19.3,29370,30127,NA
2015,Transportation,1163,39.4,24644,21450,NA
2015,Transportation,31330,72,25443,23077,70.6
2015,Transportation,714,29.1,31399,35228,NA
2015,Transportation,1413,23.8,24248,23010,NA
2015,Transportation,3013,42.1,24854,25041,NA
2015,Transportation,7430,63.5,25963,25650,NA
2015,Transportation,1479,81.4,58625,70372,NA
2015,Transportation,2894,11.4,30621,24594,NA
2015,Transportation,4773,38.5,28159,26210,NA
2015,Transportation,2762,7,32256,22878,NA
2015,Transportation,2365,21.9,28713,26948,NA
2015,Transportation,1649,6.2,30040,22262,NA
2015,Transportation,2950,21.9,25849,21578,NA
2015,Transportation,1464,6.5,32156,25679,NA
2015,Transportation,2896,6.4,90725,84802,NA
2015,Transportation,2363,2.9,56459,50848,NA
2015,Transportation,4982,6.7,50262,45590,NA
2015,Transportation,2269,5.4,61883,60079,NA
2015,Transportation,4687,9.6,50240,44090,NA
2015,Transportation,7399,9.7,36668,30257,81.4
2015,Transportation,11240,22.5,30116,25598,81.9
2015,Transportation,3534,16,32536,26544,NA
2015,Transportation,1993,16,39520,29844,NA
2015,Transportation,226101,35.1,41090,32112,68.5
2015,Transportation,8875,31.9,32094,26355,72.9
2015,Transportation,33136,54.2,33686,31402,79.6
2015,Transportation,106571,53.3,25736,23523,80.2
2015,Transportation,11503,9,33484,25261,71.7
2015,Transportation,8526,45.9,31876,26546,66
2015,Transportation,1155,41,43059,32948,NA
2015,Transportation,2029,29.6,35479,27324,NA
2015,Transportation,1554,34.8,22363,21754,NA
2015,Transportation,324,16.1,34580,70515,NA
2015,Transportation,2549,36.3,30770,30090,NA
2015,Transportation,2526,10.4,31261,26375,NA
2015,Transportation,3328,17.6,36923,26693,NA
2015,Transportation,1527,11.7,44488,52037,NA
2015,Transportation,5971,21,27299,20670,NA
2015,Transportation,39941,20.8,50083,40475,79.1
2015,Transportation,4579,4.7,100744,67089,NA
2015,Transportation,5901,17.6,91165,61448,NA
2015,Transportation,36770,73.3,47492,46447,90.1
2015,Transportation,1239,15,27459,28472,NA
2015,Transportation,114564,39.7,32398,27095,71.2
2015,Transportation,117895,4.5,41834,30962,73.5
2015,Transportation,34622,13,27420,25519,91.1
2015,Transportation,1725,8.9,26376,23368,NA
2015,Transportation,1053,2.5,88235,77242,NA
2015,Transportation,376,7.6,60761,61895,NA
2015,Transportation,3554,7.8,70810,57074,NA
2015,Transportation,1131,8.7,61449,42346,NA
2015,Transportation,522,3.2,50298,30976,NA
2015,Transportation,2935,10.3,74061,37225,NA
2015,Transportation,66,2.1,66631,NA,NA
2015,Transportation,35,0.8,52147,NA,NA
2015,Transportation,5923,13.5,24167,21547,NA
2015,Transportation,7067,13.1,22502,21986,97.1
2015,Transportation,1729,8.8,37731,37969,NA
2015,Transportation,952,22.2,39835,27883,NA
2015,Transportation,1186,2.2,60192,51406,NA
2015,Transportation,204,0.8,40540,27024,NA
2015,Transportation,236,3.9,47994,19821,NA
2015,Transportation,37587,7.7,31800,32105,101
2015,Transportation,29305,13,24242,23666,97.2
2015,Transportation,215045,16.2,30536,25986,83.3
2015,Transportation,7265,39.4,24902,22075,85.4
2015,Transportation,162164,56.9,22713,21675,87.4
2015,Transportation,751,3.3,54503,35863,NA
2015,Transportation,6387,9.2,30661,24589,NA
2015,Transportation,0,0,69263,NA,NA
2015,Transportation,40,0.8,50365,NA,NA
2015,Transportation,4049,10.8,36931,31959,NA
2016,Finances,254360,23.810727371103233,130266,103564,73.39342914646937
2016,Finances,245894,29.483516285873584,70686,56906,74.63473493691473
2016,Finances,6535,46.792209652012026,65592,63788,94.8760281409427
2016,Finances,25244,58.71243836635966,67082,61173,76.85629570068096
2016,Finances,378845,44.89535930982177,82357,69079,68.98449124699162
2016,Finances,34416,67.32262670918018,77835,75260,89.57817558560274
2016,Finances,53881,39.493223680835,64208,60177,86.22829139680174
2016,Finances,151497,26.82564050805051,103513,95603,89.006712534098
2016,Finances,561095,52.578190960518675,76178,62089,61.77702601860604
2016,Finances,12820,75.08492444652688,71605,70251,NA
2016,Finances,225676,61.07307357151749,72008,70342,90.80722409408362
2016,Finances,26001,52.04363490792634,72153,64686,78.51004951937082
2016,Finances,44072,20.008807652669763,76077,70073,90.69529652351736
2016,Finances,86810,47.89385120410471,76501,70023,85.07538848457604
2016,Finances,40123,18.009012810039767,52485,54796,104.73641958790472
2016,Finances,50691,11.222768331562168,41404,30405,72.0668404835269
2016,Finances,44921,7.836197121674663,71331,62218,86.52565118834049
2016,Finances,465900,62.28926068436632,70748,64509,80.25503856680767
2016,Finances,12856,8.87771731624451,130293,130255,99.96546431312356
2016,Finances,356034,44.90802931861096,38380,31861,74.78932419426773
2016,Finances,1560,27.2108843537415,60848,61597,NA
2016,Finances,5348,34.55450022614202,55674,52872,93.30792037272342
2016,Finances,56675,52.68760226089544,45875,41285,79.85956631912877
2016,Finances,430603,70.98456187202757,71739,66855,76.57110787873235
2016,Finances,9452,52.75731189997768,92161,76768,68.65503456540598
2016,Finances,9549,45.58648016422399,71429,67745,93.56914959738126
2016,Finances,225405,49.095542511135555,51957,46405,75.09264203763937
2016,Finances,205242,69.27555701068961,56610,52444,76.6859682985319
2016,Finances,1641,22.4671412924425,68834,70337,NA
2016,Finances,1286246,34.221148189938404,78843,67769,80.10520094562648
2016,Finances,16009,48.02171761106278,51728,50761,91.74558993637942
2016,Finances,2211,28.36433611289288,66349,57352,NA
2016,Finances,68783,49.17602648154371,41625,41637,100.06007882341632
2016,Finances,131307,51.753331467737674,54740,51121,84.6850876321108
2016,Finances,165598,61.07719941430094,52582,50024,82.22222222222221
2016,Finances,119140,52.63669458876754,69262,64588,88.22171531600442
2016,Finances,17282,14.07283150385981,63106,49752,75.60519717346706
2016,Finances,489611,72.20879316981517,57369,54975,82.77871469011625
2016,Finances,37247,77.63349868689816,54108,51522,81.92920522850872
2016,Finances,61019,54.8224216777625,58739,52456,80.29143451907181
2016,Finances,39864,33.97654438838129,52260,50220,90.92390418771387
2016,Finances,260986,41.36967931230711,83080,76338,83.73240904254736
2016,Finances,72233,74.97016056212311,46598,47221,110.51276650518382
2016,Finances,47872,69.80358991557428,66048,64272,83.26898660378825
2016,Finances,133364,56.269830554242894,70985,64398,77.99672984920971
2016,Finances,125879,53.21386750537934,61811,52499,71.9026488070781
2016,Finances,972271,59.69159344410446,63740,57370,75.35893023683484
2016,Finances,23281,31.59316053738635,60533,50291,80.72650807409548
2016,Finances,26287,61.98302287196415,71237,68955,91.45346755262004
2016,Finances,13793,52.28185884315063,53909,51419,87.86568694463432
2016,Finances,77124,39.56456610510332,82415,73427,78.78179886913512
2016,Finances,96015,29.321228001062728,91150,69479,68.36196548399158
2016,Finances,61245,62.37142798949019,61197,56465,76.93932333183447
2016,Finances,6985,47.15770996489333,79594,70328,82.46233218033652
2016,Finances,160340,54.80903662025754,59219,50325,65.62475549644003
2016,Finances,26494,62.493218539922154,51797,50296,81.66791153833664
2016,Finances,31635,57.1802982376864,55336,48033,68.59995144175153
2016,Finances,24586,51.79598457875998,61271,50828,59.605506954053986
2016,Computing,3203,19.523345117639888,101205,90480,NA
2016,Computing,181282,40.43539842748006,80219,72409,84.99506995962062
2016,Computing,14368,19.244833174834916,91119,85895,91.91546281433922
2016,Computing,77178,20.83009457183573,85795,80528,92.49287880180096
2016,Computing,205796,18.29849172328373,100760,88759,87.04508232894311
2016,Computing,45437,32.913914000927214,63173,56860,84.41712690777362
2016,Computing,134870,24.357163754835497,58027,52699,87.30348060898233
2016,Computing,37283,37.43197927752455,81082,60838,67.03985718850896
2016,Computing,35293,18.353762227434174,73483,69127,92.29731894894252
2016,Computing,6368,6.856749073994314,98374,100471,102.39291501482832
2016,Computing,124256,21.827175761323232,70492,66521,93.54398695016312
2016,Computing,7428,29.479699964281465,108576,92500,73.72574024628382
2016,Computing,253,19.642857142857142,121912,81991,NA
2016,Computing,63086,49.67831859452394,81092,76005,88.42417544063754
2016,Computing,21058,44.36158334913311,81345,80027,97.103647438542
2016,Computing,1425,46.85958566261098,66960,46676,NA
2016,Computing,37614,23.871598294069862,76154,61765,76.18254702436016
2016,Computing,4810,17.53618433045317,61119,55812,NA
2016,Computing,12345,10.738891401927694,102350,91982,88.33126866603286
2016,Computing,165,8.350202429149798,82707,NA,NA
2016,Computing,2011,15.48352325223283,82150,80583,NA
2016,Computing,11124,19.241679928042625,100425,84137,82.7908212465314
2016,Computing,39309,12.639265354156016,86606,75052,84.12203815373579
2016,Computing,5912,12.122951996226956,93870,90712,NA
2016,Computing,14675,7.880717883725176,96538,81370,82.44007213632956
2016,Computing,7607,27.609610917537747,80421,75468,92.33140843691886
2016,Computing,38304,20.861040764643413,79761,75753,94.1136276105403
2016,Computing,1118,10.528298333176382,90840,80611,NA
2016,Computing,2927,8.442944502134534,81420,80865,NA
2016,Computing,17102,6.963950500653558,84486,84034,99.40499426286716
2016,Computing,1151,13.47775175644028,93125,92216,NA
2016,Computing,1146,16.603882932483337,95190,74659,NA
2016,Computing,3288,14.503109699616251,141359,112500,NA
2016,Computing,59968,12.710012568432251,93058,85464,89.75990925704204
2016,Computing,21703,16.400417132666323,52899,50363,92.7666236876036
2016,Computing,56265,17.624671093847887,55953,48448,83.13827779112468
2016,Computing,3697,6.712177054775867,50071,46731,NA
2016,Computing,7532,35.71191503484899,70220,64842,90.59941316193937
2016,Computing,29218,44.87413801047442,61171,56853,87.3022941555849
2016,Computing,4149,22.75294762818755,60447,60827,NA
2016,Computing,61897,53.107679107679104,74534,71175,88.05844581637324
2016,Computing,1649,40.06316812439261,65765,54712,NA
2016,Computing,2212,22.3863981378403,93935,68105,NA
2016,Computing,1428,14.227358772541596,90434,84167,NA
2016,Computing,28010,36.365760876621266,70594,63426,84.08256333434969
2016,Computing,20615,32.49066179135999,72831,60315,76.07941573430543
2016,Computing,77118,40.11631536236709,77439,65913,75.64555741731127
2016,Computing,6583,30.270841955212212,109562,103723,93.01343329088724
2016,Computing,1030,70.88781830695113,64230,64931,NA
2016,Computing,84186,69.06889167835783,72789,69134,76.31863643388603
2016,Computing,8837,40.635489952637144,70647,65309,87.50569445561004
2016,Computing,11490,46.92477333986768,61924,57068,84.6015862426803
2016,Computing,11104,40.13300563828249,45039,40927,84.6648738105089
2016,Computing,7815,48.19314257523434,49041,44796,88.71373403307258
2016,Computing,16250,28.638903085951956,52188,48580,88.49138402127582
2016,Computing,2803,22.84805999347897,71250,70152,NA
2016,Computing,288,8.391608391608392,84688,78893,NA
2016,Computing,1504,87.28961114335462,41644,41419,NA
2016,Computing,58011,45.59824558645517,42673,41614,91.81651700019856
2016,Arts,387117,72.21362055843244,45356,45007,97.25145314289418
2016,Arts,570197,80.97180882486595,44669,44603,99.17728414826674
2016,Arts,43831,53.66185112634672,48545,48480,99.71205265322912
2016,Arts,113601,77.5888917726447,37732,37450,94.90863934717048
2016,Arts,42219,66.00534684114253,45512,42490,86.15340943652548
2016,Arts,55849,16.067909350626188,45502,41571,89.82109675467784
2016,Arts,24847,55.10534486582392,44160,40845,78.66153105440539
2016,Arts,21840,53.34766359705904,35551,32408,86.51130509062759
2016,Arts,322458,36.18699836604241,122073,102484,75.33206412678345
2016,Arts,6833,66.19199845006295,55882,52494,NA
2016,Arts,25558,43.65605356654824,102861,80807,64.60890214358244
2016,Arts,275506,86.42159645914434,47223,47073,95.6807187284036
2016,Arts,92331,73.07153541157197,50997,46470,69.92280955175372
2016,Arts,410457,46.57166036001792,67145,61169,82.12257501510372
2016,Arts,332922,98.01134607288688,25124,25021,85.97690880351865
2016,Arts,1867475,77.86190636016252,50659,50021,94.20860328461654
2016,Arts,305106,56.89473841242373,52671,51608,92.48745519713262
2016,Arts,152422,85.60436721444056,48840,48703,97.49764778892158
2016,Arts,189226,53.08254435794937,45426,40544,78.81957269775852
2016,Arts,22371,61.696083838940986,48374,45296,85.73104949370682
2016,Arts,91838,79.80638882130071,51429,50671,87.42257725021997
2016,Arts,9151,80.37063059898121,31228,28397,NA
2016,Arts,367987,87.32984318043742,22682,22095,71.129639764349875
2016,Arts,52825,70.94127284691726,52790,51638,86.66711422912961
2016,Arts,45252,37.161557349451016,45124,36922,71.45870831639861
2016,Arts,300384,47.7660547176262,51768,46516,77.48146914299991
2016,Arts,6169,42.77196145046107,41201,36214,NA
2016,Arts,44205,36.233903556586526,68571,62435,87.22774075471172
2016,Arts,32125,26.011092668313022,46393,41270,83.96402994791666
2016,Arts,5088,77.60829774252593,31342,24844,NA
2016,Arts,14904,22.318393506940804,41300,40399,97.29775294429324
2016,Arts,6587,35.94542974079127,39303,31670,NA
2016,Arts,6273,23.986693178342,45767,45062,NA
2016,Arts,25230,44.10684941085976,55372,50435,86.27709256376482
2016,Arts,67660,65.34672590303265,65386,61547,79.81093417708387
2016,Arts,61267,48.86232225031303,55140,52078,90.3112806728518
2016,Arts,27568,58.20945945945945,71388,70139,95.03929539295392
2016,Arts,74871,56.619654403145915,55464,52347,90.15241539653836
2016,Arts,33100,61.28608194930475,42255,41197,86.53377583599395
2016,Arts,4450,6.2847781261475015,52335,46794,NA
2016,Arts,36079,39.87466982018324,36504,31254,75.72138098122349
2016,Arts,6822,18.075353717344072,51138,50355,NA
2016,Healthcare,9103,22.22412109375,80466,57522,66.43337260065138
2016,Healthcare,27296,29.25804446159453,150132,115473,72.71141615767269
2016,Healthcare,62634,88.55490675677586,49841,49886,105.1582031661713
2016,Healthcare,9047,33.3419326306479,117397,101000,80.48514212401086
2016,Healthcare,117126,54.56222486199427,120878,118461,96.82062263487832
2016,Healthcare,253635,34.11902074704425,201542,166388,71.89871229798635
2016,Healthcare,48149,63.338946039096,101940,100434,89.93579468627152
2016,Healthcare,953,15.640899392745776,126617,101644,NA
2016,Healthcare,9009,80.47342563644484,72760,72123,NA
2016,Healthcare,62286,86.38954770523864,70679,70044,86.65165648118366
2016,Healthcare,102373,62.984815671605055,77605,74555,87.55828019119426
2016,Healthcare,6876,67.64387604525332,88073,79488,NA
2016,Healthcare,7088,69.76377952755905,40040,38967,NA
2016,Healthcare,54787,59.47028493894165,56532,52583,85.8077676240209
2016,Healthcare,82782,94.66967052822982,63532,62734,NA
2016,Healthcare,82547,76.57634256983033,50208,48955,93.77993180337918
2016,Healthcare,38885,59.098439138562554,90063,82228,79.35380517650692
2016,Healthcare,2036445,87.87275732871686,65331,64413,90.78391024918254
2016,Healthcare,15312,58.3247628842418,160522,151667,85.7083924343202
2016,Healthcare,4001,100,101552,101552,NA
2016,Healthcare,102038,87.83809376237454,100639,100030,90.01169801133807
2016,Healthcare,7801,58.813329312424614,55718,51087,NA
2016,Healthcare,176391,71.91472533207218,48170,46984,91.92361871967444
2016,Healthcare,66653,93.22358667375312,56632,55946,NA
2016,Healthcare,174907,66.43484404199395,58828,55958,86.67596034696406
2016,Healthcare,53034,31.697098287660996,42373,39941,86.26379559836721
2016,Healthcare,341783,77.5709419051445,32466,32093,88.9175186324218
2016,Healthcare,524832,87.1356563664256,38946,38523,94.09853684750482
2016,Healthcare,133364,89.92731048805815,38273,38404,103.21436250268758
2016,Healthcare,34322,70.96307323326305,37389,35058,69.25447433922011
2016,Healthcare,60278,61.965315542214505,41207,36438,71.2821315387926
2016,Healthcare,46554,43.9433269461304,57179,52594,84.8728375935967
2016,Service,1081522,86.10501174316309,26056,25706,87.13012236043792
2016,Service,11641,84.232995658466,51182,49665,NA
2016,Service,39901,67.30824378806025,45826,42677,87.24726566492896
2016,Service,51099,75.36947992566152,30766,30739,99.69513183926313
2016,Service,154859,92.20267333511951,31226,31161,96.68021470013342
2016,Service,347579,90.7706570563042,30549,30418,94.8103356917994
2016,Service,18944,92.14455956028988,33597,33161,NA
2016,Service,16553,76.57399269093769,30505,29651,NA
2016,Service,21793,77.29932962082786,26441,25095,70.6881496295879
2016,Service,69886,84.7657860902894,31121,31160,100.75990299110752
2016,Service,70910,67.74625011942294,30124,28592,89.87803344649818
2016,Service,15672,28.204805183118868,51570,48621,90.69220868851542
2016,Service,15402,15.350575571834357,79259,70191,86.55724362452523
2016,Service,1708,3.800538483789858,90571,85270,NA
2016,Service,16833,25.284265865565153,49305,54717,117.39578193052844
2016,Service,11837,4.46345749213795,67598,51926,75.60570762958648
2016,Service,2102,10.914377693545877,60006,51104,NA
2016,Service,97887,26.053177898435003,44807,39834,84.74417615147325
2016,Service,27016,23.93571308330897,76604,61821,76.08457533875672
2016,Service,896,18.999151823579304,52265,47351,NA
2016,Service,2401,50.761099365750525,39298,38221,NA
2016,Service,86834,12.96900903591965,62852,57402,88.59427089764168
2016,Service,0,0,75603,NA,NA
2016,Service,4163,41.684189446280165,33303,32219,NA
2016,Service,31302,44.60181530613699,56272,49673,81.17564387501635
2016,Service,142357,21.9713175351354,30422,28889,94.02747038146074
2016,Service,4553,41.90905743740795,32538,36219,NA
2016,Service,10656,31.867934685088823,41793,40534,94.20596369721338
2016,Service,8895,36.53277476589453,30979,21087,58.119728791136104
2016,Service,70052,20.206355662089,31461,27651,85.76612903225806
2016,Service,219260,53.57147220152216,25713,22979,77.48255049398118
2016,Service,426805,35.51109417485098,21756,20320,90.0110741971207
2016,Service,191836,55.17411962311471,20506,19894,93.14106465658504
2016,Service,111727,49.252139106975186,29375,26017,83.18253029382613
2016,Service,89329,63.163514230157325,20518,20369,98.26804322655346
2016,Service,20422,62.95702571058634,19179,17398,79.49737262965502
2016,Service,471196,64.14015123156396,22252,21182,81.92612647456971
2016,Service,47334,62.25700381428384,24489,23021,83.77060514537317
2016,Service,35045,38.44761382336807,21276,18832,83.88792373825115
2016,Service,18703,16.923800819813053,19808,19550,98.49858927851672
2016,Service,38806,84.14684389704448,19751,19022,NA
2016,Service,1814,38.943752683555175,20199,19202,NA
2016,Service,55916,32.23158598586597,36399,28875,70.385627925117
2016,Service,7362,5.7214800307756875,40635,36184,88.74282631088438
2016,Service,416836,26.829880550402734,27742,22962,74.90702681542376
2016,Service,661921,83.77336473732903,21476,21000,81.43322475570032
2016,Service,3065,4.480404625122426,37802,37420,NA
2016,Service,39735,4.954093438927567,25708,22944,88.79944268132208
2016,Service,7383,39.32985297251225,45671,41069,81.43925122449384
2016,Service,48488,65.44207954867531,32240,30569,73.79360289680145
2016,Service,15037,51.753570813973504,29978,26578,77.86371359934377
2016,Service,86341,71.36740479910068,25210,23724,78.73095941326784
2016,Service,27333,44.17026227759733,39726,36013,87.54406009188807
2016,Service,238,18.2655410590944,48374,21932,NA
2016,Service,2656,40.79250499155276,28929,27430,NA
2016,Service,25927,45.17607290341691,25263,21946,80.04230797286455
2016,Service,1287,19.559270516717326,29048,29681,NA
2016,Service,8078,26.442764083930737,51310,42161,80.89372397781999
2016,Service,12285,17.839509758364315,25416,21195,80.52811550151976
2016,Service,395322,88.33359774586455,26146,25636,81.12401506281446
2016,Service,171255,83.03353244637523,23474,22777,86.42054940051601
2016,Service,12722,21.05873005363173,31604,27122,80.84294613848401
2016,Service,6977,36.9740328563858,30693,29836,NA
2016,Service,516932,93.76838882177309,21395,21212,83.76243879323961
2016,Service,560194,80.86699820277595,22578,22159,85.70157797029702
2016,Service,105229,56.95966829595709,31582,30284,86.40228245363765
2016,Service,16508,61.59012050889826,28627,27901,92.5590498938429
2016,Service,36432,49.39061589143608,26185,24883,91.65684396640636
2016,Sales,1140049,42.57762052123225,40573,33778,72.88695164318236
2016,Sales,326013,30.33249038423964,65016,58166,86.25619123884094
2016,Sales,726198,71.24030277702568,21000,20482,91.38446437335476
2016,Sales,21808,41.608791879722204,31285,25780,71.79658562397304
2016,Sales,8734,9.472987776440092,35832,30509,83.52680282538466
2016,Sales,669055,38.96687447291296,32480,26781,66.7588991923422
2016,Sales,75473,50.904811045237174,61018,56104,84.81458525450121
2016,Sales,209869,47.44035172982809,51364,42316,67.80106389796833
2016,Sales,56699,28.414996567087137,91885,58726,50.87497401067294
2016,Sales,38691,77.5355203302539,41744,40707,88.16191280618544
2016,Sales,166120,31.07881581704433,66475,56236,78.4257942152679
2016,Sales,304407,25.739094112951776,65716,54077,76.74415304268847
2016,Sales,8124,62.782071097372494,31463,28908,NA
2016,Sales,297757,51.65984246504043,57486,50662,72.88238002071584
2016,Sales,2621,7.340502996695234,111522,80101,NA
2016,Sales,25297,60.42373286198824,25732,25125,92.53461991750147
2016,Sales,23822,48.11261688849393,30475,25753,72.71366857723692
2016,Sales,77681,43.41394168701902,54472,48884,79.79497894290098
2016,Sales,707504,59.582846637567386,50070,45996,81.63134916409328
2016,Sales,14122,79.63234464869741,30456,29428,NA
2016,Sales,17566,71.49369149369149,31443,30077,NA
2016,Sales,4051,59.55601293737136,43269,36789,NA
2016,Sales,87468,70.85986487143343,35448,34145,88.65607311626941
2016,Sales,350453,88.43168524696063,35026,34424,86.39911653238963
2016,Sales,723611,87.23133915429321,39329,38665,92.0310380120439
2016,Sales,5095,66.50567810990732,29747,29454,NA
2016,Sales,114444,87.32716784177273,41313,40922,83.32383124287344
2016,Sales,16119,54.47264370923591,56309,51406,84.61893004115227
2016,Sales,182764,86.47743242028362,26405,26361,98.82657269250956
2016,Sales,54806,53.391134924500726,55627,45021,56.250234266651674
2016,Sales,3675,65.625,47489,46240,NA
2016,Sales,2322,59.15923566878981,48989,50434,NA
2016,Sales,49145,79.23928991793102,38317,37355,81.9799850765922
2016,Sales,22443,72.63812020584523,41698,40120,77.43379911989501
2016,Sales,1158158,64.96891678269347,33442,32095,87.34759416503375
2016,Sales,59193,80.34558114913197,41945,41024,83.14046571955495
2016,Sales,106669,77.6271359124385,34159,33224,90.81565711786574
2016,Sales,57529,67.15029414511159,22230,21575,88.68382111147649
2016,Sales,71506,83.22974136927625,31905,31371,76.9840490797546
2016,Sales,26935,83.10450155811299,30777,30768,NA
2016,Sales,90314,81.07981937175126,41419,41065,91.2190679283842
2016,Sales,8328,72.32305688232739,35639,32278,NA
2016,Sales,50389,51.88804563849615,32234,31110,88.4963304318143
2016,Sales,34590,84.2918413100692,39336,38544,91.1873950176252
2016,Sales,592108,90.4448402381687,28555,28444,96.15306605368129
2016,Sales,54947,57.436288754625465,38473,36670,87.93554111412196
2016,Sales,59374,76.09807364495084,37235,36385,87.53969781541718
2016,Sales,6070,33.573008849557525,39230,34028,NA
2016,Sales,22448,15.881370801143277,37585,31910,80.27471007018691
2016,Sales,132139,53.65789281334513,38780,35987,85.68741368636601
2016,Sales,2701,11.854810393258427,40726,36016,NA
2016,Sales,49072,50.133322435969475,55378,53272,95.02675704602213
2016,Sales,101685,36.163924631372296,56755,53337,91.39620960279652
2016,Sales,25424,50.14200063111392,54397,51252,91.34689076229348
2016,Sales,162313,57.276092410731614,48582,40678,65.80816333133806
2016,Sales,137022,28.830349064742144,31175,28869,90.53532787656412
2016,Sales,302844,33.46268590749376,27212,26749,97.46401894698488
2016,Sales,27661,47.48017439664939,35545,31956,84.30327652614362
2016,Sales,2107852,94.66722896122369,37122,36929,87.07410813232416
2016,Sales,33806,44.99008530629084,42199,38041,74.33367203376584
2016,Sales,167536,76.57353364626516,32441,32168,91.38376750660493
2016,Sales,166717,84.06549077743826,34645,33909,88.41290120720674
2016,Sales,535,37.86270346779901,38949,32024,NA
2016,Sales,261715,80.50911328155041,37301,36812,90.04672097062205
2016,Sales,25625,47.89809155311314,29624,26983,84.91361676684394
2016,Sales,696284,82.758243625995,34654,33492,83.97141782625047
2016,Sales,16525,62.949982857795895,30788,28449,76.77092047386459
2016,Sales,3974,65.00899721904139,40435,41357,NA
2016,Sales,8385,55.00885652430624,50405,47920,91.85003450126504
2016,Sales,338297,75.21003639371014,41080,40209,86.56777471581123
2016,Construction,6574,12.899301467702692,41273,31416,74.5550334614837
2016,Construction,5538,43.52062868369352,49889,52455,111.6063829787234
2016,Construction,1017,30.911854103343465,30110,27743,NA
2016,Construction,21342,65.02742230347349,21235,20791,90.5649692904125
2016,Construction,71700,15.23473604810522,25442,20399,77.25723375246176
2016,Construction,960,4.398625429553265,31986,25595,NA
2016,Construction,1447,14.729234527687296,36088,29661,NA
2016,Construction,1655,3.93738253277187,32394,21427,NA
2016,Construction,20658,3.080350352947492,59536,45174,75.10848782109902
2016,Construction,107,0.972992634354824,55239,NA,NA
2016,Construction,428,0.4334089436163318,33569,52637,NA
2016,Construction,16610,1.9236649001222992,36344,31637,86.88141923436041
2016,Construction,2232,1.928760304868564,34531,30610,NA
2016,Construction,121,0.32408399400042853,37227,NA,NA
2016,Construction,29887,2.5324875608400332,32162,30378,94.3006146395977
2016,Construction,513,4.558784324180219,41825,40967,NA
2016,Construction,6566,2.438055348237924,46503,50129,107.83908787781004
2016,Construction,2013,2.05584378446832,31344,21351,NA
2016,Construction,12832,1.9804853053299625,51278,50082,97.64666887636724
2016,Construction,149,0.40083934143979344,40202,41583,NA
2016,Construction,1260,3.2289477730510994,36329,32216,NA
2016,Construction,16622,4.6274798024509884,30778,28608,92.76264591439688
2016,Construction,636,29.859154929577464,39968,30208,NA
2016,Construction,7479,1.5635681716977226,47032,45525,96.7669940058666
2016,Construction,291,1.3020134228187918,31073,30701,NA
2016,Construction,0,0,41008,NA,NA
2016,Construction,1548,1.0811565861153791,30330,50141,NA
2016,Construction,4076,4.16513386470468,41644,31804,NA
2016,Construction,1029,2.253021544929059,50902,70904,NA
2016,Construction,1238,4.699719079796523,26554,31607,NA
2016,Construction,8661,11.560793945299466,56109,50025,86.74504499817927
2016,Construction,455,2.0155931602728803,84181,41783,NA
2016,Construction,838,3.806668483692196,30844,22235,NA
2016,Construction,4013,16.970440224975682,36733,22296,NA
2016,Construction,2814,3.3362973501689495,39354,31523,NA
2016,Construction,309,2.9344729344729346,56883,50596,NA
2016,Construction,174,1.9028871391076112,41736,16726,NA
