replicate,stat
124,0.041560961721072036
125,0.03379245745820045
126,0.029258224290957268
127,0.05045749890476207
128,0.06193673894217762
129,0.03808366445812078
130,0.040823269163542265
131,0.027556636228128786
132,0.009555751797639185
133,0.03432868284037974
134,0.04945882165891334
135,0.02298493691234189
136,0.03900394294552843
137,0.048727948534992446
138,0.03710269224035857
139,0.04609346825975478
140,0.00997675814126036
141,0.047988919142503035
142,0.04422477037596205
143,0.05172648143278048
144,0.032048287109754235
145,0.05935912331599878
146,0.011282082017137146
147,0.04380079659021137
148,0.00800886662871144
149,0.041827733821455416
150,0.04473545308588789
151,0.01951354969977495
152,0.051547889051724236
153,0.010561170943698909
154,0.04151468902432274
155,0.05931787414985117
156,0.0260685040631306
157,0.05732543540273948
158,0.029232599023664197
159,0.016308069697464136
160,0.04725212470790866
161,-0.004133502747211835
162,0.04761631050561916
163,0.03792693675381026
164,0.04756866413370899
165,0.036866423338618205
166,0.04880925426279181
167,0.04097209559514313
168,0.01107145445155507
169,0.05294966115650794
170,0.06949946995355112
171,0.0496210678875561
172,0.027324675479612776
173,0.005826130291292217
174,0.04482398453141124
175,0.033294962715445534
176,0.05243634423085271
177,0.04219684785000843
178,0.0359804832173789
179,0.03204236990920437
180,0.041292011571224176
181,0.05793115910518165
182,0.053516838603878146
183,0.031029885781860653
184,0.038784191866556926
185,0.06886049307223809
186,0.040789282881777855
187,0.019153851339994046
188,0.02991828127495245
189,0.043038300527259626
190,0.02534661072985041
191,0.021235190037819186
192,0.0542377842540276
193,0.02807044522264043
194,0.05160409921016767
195,0.005543943704121672
196,0.031007493701628513
197,0.026673828998006095
198,0.053868999793636574
199,0.03698654916789746
200,0.048240317433527115
201,0.037107640938647865
202,0.020805101710166023
203,0.04788206557878917
204,0.02098248717240086
205,0.055875486351688125
206,0.05364835441082148
207,0.029526439793120394
208,0.044379637916552805
209,0.030409653151492508
210,0.05760763463487925
211,0.049429187399234666
212,0.04908259870067011
213,0.04187683732775505
214,0.03172564703050483
215,0.027534166303803967
216,0.04253729777313147
217,0.04560875524465591
218,0.05361672795813624
219,0.04517230861295558
220,0.04296156374728786
221,0.03529399707951537
222,0.03368753554089193
223,0.024506151801755437
224,0.01114469056937909
225,0.024943764670256184
226,0.0538109851461693
227,0.045962391655551785
228,0.044803573070254885
229,0.03150348371911662
230,0.02934920497035734
231,0.05008315590268744
232,0.05866507278728337
233,0.05507662944691841
234,0.03377082700741275
235,0.04185159882555257
236,0.03703474013683861
237,0.02747671501060185
238,0.032508354023056865
239,0.03984217719404632
240,0.025312500136573483
241,0.024806502695856388
242,0.040847736869556395
243,0.05761015677104114
244,0.020088750464978006
245,0.0528439112499449
246,0.059462299102965833
247,0.03008073301861017
248,0.03980938620204039
249,0.08392253262163166
250,-0.0020040433252294042
251,0.020554079704803104
252,0.06275988259335057
253,0.036702142230089954
254,0.03151394952997766
255,0.01941031496955156
256,0.042908730594548194
257,0.04574450977758237
258,0.03344387581391904
259,0.061782805193480526
260,0.046487468613914805
261,0.043181880929222684
262,0.039010926901796104
263,0.04509906946182492
264,0.0394012926929151
265,0.02644990230895482
266,0.05941373552437051
267,0.04496202307179501
268,0.02635577395972689
269,0.03301181120919117
270,0.054632511060009256
271,0.019395324518788264
272,0.030796120110981096
273,0.050269328867234175
274,0.05207828545405561
275,0.04752229438158029
276,0.028400854323318094
277,0.048074352874551675
278,0.03346714224162531
279,0.0464001430822883
280,0.02595212564761957
281,0.03590730802717129
282,0.042626726772629346
283,0.06824949451714736
284,0.03311838601200598
285,0.04216838683692807
286,0.035145676071388
287,0.059674846965983096
288,0.04610815711866116
289,0.02895167944703817
290,0.08160171358983383
291,0.045142410253474874
292,0.04988472065782401
293,0.04297034774667462
294,0.034297959883667045
295,0.045539643013014386
296,0.07587208382137137
297,0.034482358855714
298,0.007263244913407851
299,0.026144814603015196
300,0.026805577865389008
301,0.014084447489844321
302,0.03550706233796149
303,0.026571881620600982
304,0.012565389757454923
305,0.009477333560047072
306,0.0727248472163384
307,0.036231083969646964
308,0.01264387179117124
309,0.038686379991352514
310,0.03800623005467423
311,0.04653803946138426
312,0.03280665954848825
313,0.039872945887284975
314,0.028137921569259677
315,0.02292653629767245
316,0.053541146188587546
317,0.04362584103709602
318,0.03397351221653793
319,0.04046481947582805
320,0.05305673931045162
321,0.03587181302486837
322,0.04867270450770737
323,0.031211748341339912
324,0.015375885661123153
325,0.0772075974380029
326,0.04762339164716956
327,0.04980298280674738
328,0.024405819559975027
329,0.03406328745318872
330,0.03139497549022128
331,0.03757765999138452
332,0.0676182549442003
333,0.039762681891537754
334,0.033762982150727164
335,0.02373028560043946
336,0.0216829751125693
337,0.022324023081383745
338,0.019252353832702993
339,0.03167690301437035
340,0.04184081742947059
341,0.021242444326505103
342,0.016497374505972644
343,0.0706739602180198
344,0.06784204700478497
345,0.06684815529702202
346,0.04449308201257942
347,0.0431082253429204
348,0.019854769913586177
349,0.05942425732986474
350,0.04189419457719197
351,0.042952647328381936
352,0.02837240322466578
353,0.0382383186642216
354,0.037266786240771725
355,0.02724683058175706
356,0.021513847448627534
357,0.013153352878714195
358,0.03339089687497659
359,0.05096376002729195
360,0.020173926138231848
361,0.03893718263772587
362,0.041495694841670885
363,0.03332943445921588
364,0.04777686460646484
365,0.04032973607855745
366,0.02347979009107563
367,0.056053612317229926
368,0.029274689337647968
369,0.05714649034026016
370,0.04185475960381442
371,0.045182261593307446
372,0.0295304323589638
373,0.02366854581261115
374,0.022158842831849636
375,0.04320334884554995
376,0.035230275555959624
377,0.023776097379077082
378,0.01881902454492161
379,0.02868904030325133
380,0.027554034360586233
381,0.05290941763839712
382,0.039482345112661715
383,0.020296539621271162
384,0.02566255336494285
385,0.0677392214949976
386,0.020824014456006526
387,0.03524531669586326
388,0.03977453454408594
389,0.04022631546732752
390,0.015525929663493058
391,0.04374541556193463
392,0.05225072262107107
393,0.007066866166316449
394,0.043676874360081
395,0.04164137476807743
396,0.05952249749255363
397,0.05566581366838944
398,0.058158655667026396
399,0.04052688993931474
400,0.03001101164508761
401,0.04024380637808321
402,0.045102951567341544
403,0.03875872735223804
404,0.04273932060118844
405,0.08194044513430344
406,0.047059269091530354
407,0.041472944020076515
408,0.06029421824260394
409,0.03755487255714516
410,0.06526377824723069
411,0.03906738742982263
412,0.05438094009763053
413,0.050050170197583385
414,0.04733104839936908
415,0.035748337477822016
416,0.05653032987073921
417,0.02789004362409231
418,0.03007062198592194
419,0.03281247039328609
420,0.05844202802933905
421,0.026621681997348046
422,0.05973321499227938
423,0.02449551194162374
424,0.04353090765682153
425,0.030605386741512544
426,0.05543125478781812
427,0.030678397321630545
428,0.033959107981593815
429,0.05024794316010132
430,0.03091950774997186
431,0.032847780649289844
432,0.02956950776856163
433,0.08150649654366157
434,0.04406528839358817
435,0.013324445241086596
436,0.02749517847977608
437,0.01552440475648242
438,0.031547660558634075
439,0.04209732465441932
440,0.04009585678937109
441,0.05083892263173938
442,0.042991400171712275
443,0.04692409274224379
444,0.04645010110092817
445,0.057721423523187196
446,0.015425925169256434
447,0.03331772662394524
448,0.02066298398927278
449,0.04674925579711779
450,0.016707654814561552
451,0.04638146653050844
452,0.007784995424926457
453,0.028420125454826816
454,0.020415154816713296
455,0.03661069696587963
456,0.04034428411325871
457,0.0513474432963738
458,0.030029224538729526
459,0.051641092491332766
460,-0.0030672326377929895
461,0.04625771090387009
462,0.028058422190961947
463,0.033005024449001524
464,0.046295130311834604
465,0.03470794375035072
466,0.04349473031705736
467,0.03439263054936786
468,0.04608150579935362
469,0.027513458599589705
470,0.026230238567289694
471,0.026878174884380567
472,0.025527146248529517
473,0.025917480900212862
474,0.056123719020325036
475,0.04676918344673067
476,0.023481915063911733
477,0.03413929601917177
478,0.035792608345920504
479,0.041718167505897664
480,0.024056613226539705
481,0.05110149015123672
482,0.019837595234589916
483,0.02723853801751781
484,0.04783195847377514
485,0.04039816723061473
486,0.016864597152946654
487,0.030733940072947954
488,0.04023194857735994
489,0.05113505546523735
490,0.01828779234882062
491,0.03872366375878446
492,0.056824759251215926
493,0.044747856371763095
494,0.05062161501698551
495,0.01846377860320277
496,0.02161074108206708
497,0.03858457595684687
498,0.0676425226988235
499,0.06709217848627011
500,0.018745177466841675
501,0.07234631658806848
502,0.011025171759552185
503,0.03708367512012803
504,0.03614243686115365
505,0.05028480598313962
506,0.037096951335849344
507,0.04881201222115283
508,0.0399853458184444
509,0.050080889365538596
510,0.020078845656970972
511,0.01998774153276055
512,0.07171197665202955
513,0.0354845023243662
514,0.06194182075650183
515,0.026667467396571328
516,0.017115037895300323
517,0.01899613646254174
518,0.047263300312824885
519,0.04021655240947314
520,0.03826022898228944
521,0.012800731207617379
522,0.04429408465010327
523,0.03361813716644046
524,0.0066369457995037965
525,0.026439946318610144
526,0.048873195995964056
527,0.01176086631941098
528,-7.672681858460122e-4
529,0.05302325237310871
530,0.022730522651732706
531,0.034871075469667626
532,0.07184182808969541
533,0.07071809055341462
534,0.06251986477187975
535,0.02716294235731723
536,0.04771256410694246
537,0.023126623567701985
538,0.055917407569879764
539,0.03516044819185146
540,0.03488289730592311
541,0.042837252122844276
542,0.016906045354019423
543,0.042706112658355305
544,0.04586632055871485
545,0.03703522532943704
546,0.041272741834476684
547,0.04504292918369872
548,0.02854348636133017
549,0.03409903105997797
550,0.04682795090523674
551,0.02031406140233315
552,0.010137206862477337
553,0.027041713234250708
554,0.021346703642066485
555,0.028238457010644397
556,0.022317746687692732
557,0.03726773030801399
558,0.04432296455100541
559,0.020245332126348613
560,0.0554892127114303
561,0.031004292584250817
562,0.04646222367789204
563,0.04781961142059458
564,0.018119052208034597
565,0.03196590625590867
566,0.011567327028442978
567,0.03936877733431663
568,0.03747071348327148
569,0.03546190269631376
570,0.027896635666783888
571,0.038326843015780446
572,0.05731595326316786
573,0.026034151638022404
574,0.012207348560817883
575,0.014856961909471458
576,0.06463292631239538
577,0.04623193163165079
578,0.040791402356278615
579,0.049423353199294515
580,0.03239147708072277
581,0.014887457986023783
582,0.027441098974770626
583,0.023827168150721667
584,0.06588613594425084
585,0.05629977081128959
586,0.04139299387048375
587,0.0531376194597107
588,0.04537158233877926
589,0.024657145621998677
590,0.025892332541748032
591,0.039361001246306836
592,0.059144494744095694
593,0.05938328076571917
594,0.04783805204619443
595,0.04635814392049635
596,0.05115828859201769
597,0.03921682219767095
598,0.041491366181910704
599,0.03612823286155656
600,0.04082524463727548
601,0.015864870143014322
602,0.026194173852963624
603,0.031609385390881
604,0.04460880269634423
605,0.056735430515180214
606,0.030711181198172833
607,0.047186100304754855
608,0.05430857288519474
609,0.0471749383015885
610,0.05147130279610388
611,0.0443472715641498
612,0.052991864397646006
613,0.03239148281448302
614,0.030044384402301602
615,0.02656291039553802
616,0.03295987937977418
617,0.009497925776837833
618,0.018165493055201414
619,0.02762789670343597
620,0.054407447783709526
621,0.03931038374173353
622,0.026013100448589475
623,0.06918193288688215
624,0.05425003069149778
625,0.04253760154968224
626,0.04484228575890884
627,0.05728583131543175
628,0.050824267626987114
629,0.02704641020922502
630,0.04612522559795693
631,0.04111779737395454
632,0.05685263525338134
633,0.053564806798190895
634,0.042942355736200546
635,0.02642427820542307
636,0.039888227253917975
637,0.02607252451485682
638,0.06380475378707816
639,0.04990641450869439
640,0.04692147065111145
641,0.03228108440992506
642,0.043294162603687916
643,0.02942135972689545
644,0.054572679854031365
645,0.04412630628083393
646,0.003916905225127314
647,0.03123267251704856
648,0.0033457403656543257
649,0.04650906782746517
650,0.01430072343228473
651,0.03967501778892972
652,0.037825279887450776
653,0.024273907771752746
654,0.010690768352139928
655,0.010579456699847795
656,0.027480373938555253
657,0.041026085644626724
658,0.028779434192746093
659,0.03927333194740372
660,0.04360067355042734
661,0.046507020523010194
662,0.02746355040443675
663,0.04372927278834424
664,0.027445848185475397
665,0.06050716720100368
666,0.04695538659076283
667,0.039897134149767186
668,0.064852842986199
669,0.0486049140371966
670,0.04216179657403972
671,0.03580087109122627
672,0.028541262495607414
673,0.0022706738295083634
674,0.05403737593396057
675,0.04401902183057736
676,0.05537370832113879
677,0.032639625591586716
678,0.04145417440782475
679,0.044662453334546125
680,0.04732174880920226
681,0.06698203263473751
682,0.027097456423166435
683,0.03607265488675108
684,0.025204373305339662
685,0.045344879196207576
686,0.07205451080449687
687,0.04703361274203876
688,0.03918543691394552
689,0.05636316619117952
690,0.03672360469764297
691,0.04111834511126622
692,0.046569327749409896
693,0.0290257892295446
694,0.0414964243964855
695,0.03840902442404578
696,0.0035887919063731836
697,0.04295964263342021
698,0.052034176500360185
699,0.036526579675776556
700,0.054540992178047115
701,0.03381207375254544
702,0.04080207568246734
703,0.05755258896967284
704,0.04028612753465785
705,0.04737099147288444
706,0.028062277001501025
707,0.03072461491365307
708,0.030370130951545754
709,0.057337612473714814
710,0.04115808575025664
711,0.02963796286059966
712,0.03438772602082855
713,0.025350899869065607
714,0.02258795753649606
715,0.02574088246354163
716,0.024330789071141647
717,0.037211341170268177
718,0.033728083400453766
719,0.04389219565559971
720,0.0553124631455011
721,0.037253216981215524
722,0.03044552730131913
723,0.04677580010520522
724,0.038125591062850635
725,-0.002500477674363209
726,0.040757971271405014
727,0.05812708303659516
728,0.03378972924102438
729,0.03254385962622964
730,0.03311930430035931
731,0.05683176688414575
732,0.047945263160740444
733,0.014344119465694546
734,0.04550476506101232
735,0.047230418221972645
736,-0.0027048346486760163
737,0.04012827326917374
738,0.0419949368623293
739,0.057143222406828134
740,0.02744349845016288
741,0.03399828037077282
742,0.04621004467241798
743,0.05174880488226997
744,0.04726582053315637
745,0.013505243370500169
746,0.029440565479182734
747,0.04840052132404772
748,0.036161818514144094
749,0.06836453786304718
750,0.03531986329909133
751,0.05351351564781259
752,0.03583826903580962
753,0.03174136713192168
754,0.03543954828001132
755,0.03437243616470379
756,0.023213121509801066
757,0.021024075729561803
758,0.03272521401700926
759,0.02787686869403961
760,0.027375657290381186
761,0.041658642788463804
762,0.043956340883882075
763,0.03040463296089722
764,0.048934888590658115
765,0.03820977751970753
766,0.056425787819396014
767,0.02796360990735895
768,0.03877186323842772
769,0.028214480541624724
770,0.04424658461646202
771,0.03949998324060678
772,0.02466049932413646
773,0.05569301444237192
774,0.03596494285121854
775,0.04379298623946398
776,0.029263654392331646
777,0.03376983084611846
778,0.041177759377024364
779,0.044787906096050226
780,0.027739810602558247
781,0.02582380183811316
782,0.017853385820435348
783,0.03324789343750694
784,0.043703300549489954
785,0.041361884898384216
786,0.06540041942822793
787,0.027525831320918924
788,0.057993967900199755
789,0.028390577429948983
790,0.022768109250447373
791,0.04897616803227311
792,0.04265559292336263
793,0.03342999572855671
794,0.038620546569153244
795,0.028546535097252114
796,0.046285636222428976
797,0.014523371291767943
798,0.015919720430414296
799,0.028819703778250518
800,0.02718790504103055
801,0.051354929254224094
802,0.07556156319033165
803,0.06324071309047548
804,0.005640604487685667
805,0.045595822340557146
806,0.06768011899974878
807,0.045568523626906894
808,0.05716207907982786
809,0.02898961011019537
810,0.03431439775864039
811,0.02077958044553867
812,0.06265215665876822
813,0.030749308725445807
814,0.04771551778304785
815,0.028650652693824222
816,0.0341935991059722
817,0.055495623152920795
818,0.044589989469137746
819,0.06213723144346433
820,0.04062513841512396
821,0.012831182815753654
822,0.03948382003827179
823,0.036176318975482014
824,0.04930087037135964
825,0.02480322774628544
826,0.01520127184166529
827,0.05074835209022315
828,0.03799019994693177
829,0.05330334347081034
830,0.026270226619129682
831,0.027612852350552122
832,0.038880267629730965
833,0.023645254324944413
834,0.04156499025249582
835,0.04150781468159854
836,0.020087514351372918
837,0.06830050743722335
838,0.03375268191755645
839,0.04155858810768011
840,0.0041673602327206355
841,0.04310186393062678
842,0.03081765032147433
843,0.059116619761808674
844,0.0273879090489474
845,0.05329374568383684
846,0.043443742386371456
847,0.02650119757910307
848,0.05127387262472656
849,0.04054618372703348
850,0.03023107669729654
851,0.05033414434337217
852,0.011146349463719457
853,0.048063676600446414
854,0.0595979581075937
855,0.05274073853489525
856,0.06254954904988759
857,0.045151235869325713
858,0.05973387618862364
859,0.03901990237973176
860,0.04692496785315196
861,0.051516003711810233
862,0.019140869417950714
863,0.028124475575033593
864,0.03158040913449087
865,0.03836335541685586
866,0.024936192179368172
867,0.06758725041615257
868,0.0452836757647161
869,0.05517331496008421
870,0.04724938938278138
871,0.03381742583308687
872,0.029299002568836698
873,0.051084295137609356
874,0.051386860886850766
875,0.057300571993961956
876,0.03442589041204365
877,0.029457259834254627
878,0.03744359125855526
879,0.034251022657763724
880,0.039717816078574233
881,0.06311064299594034
882,0.031194079935756285
883,0.03752043329091726
884,0.015187920680083724
885,0.04611204382527153
886,0.042983633352495214
887,0.060492290917914956
888,0.039721909435030636
889,0.029050289197065402
890,0.038152960379424915
891,0.039735123641953606
892,0.06593821710717207
893,0.028185886586707513
894,0.05293354140376272
895,0.0343075591840507
896,0.0407949174717226
897,0.04990267722028146
898,0.04784366745222826
899,0.07775309909797738
900,0.03560398870701089
901,0.05932240855296175
902,0.03888111712503392
903,0.014462070306592906
904,0.0534617936836639
905,0.01945717966142902
906,0.04260982269232266
907,0.026522236641001836
908,0.040717139984968925
909,0.02197447327565054
910,0.06090860257520709
911,0.055451878594113255
912,0.03574535354213905
913,0.05903349773443356
914,0.025162693148736422
915,0.019909996629660066
916,0.02573792776674599
917,0.04619368305036213
918,0.04042039268972617
919,0.07595270936933218
920,0.03972022367870786
921,0.06053948748230118
922,0.026496106907273467
923,0.03300482204088169
924,0.028259245121491007
925,0.05125841812331758
926,0.03209737197233885
927,0.03632052497825292
928,0.035543136699105644
929,0.04203916243255214
930,0.0515480589232318
931,0.0329184019335082
932,0.02678348215978471
933,0.04184418374264586
934,0.05053373165984364
935,0.05504513575243768
936,0.06182325701518969
937,0.04610474997882632
938,0.038994421039770466
939,0.05433330969778744
940,0.027931920843954516
941,0.021455415008548803
942,0.043851589982704116
943,0.0010693670271611513
944,0.05224225223639944
945,0.03636114338920321
946,0.060439464043314704
947,0.05543903591332057
948,0.0306423321334414
949,0.02039737009626013
950,0.060989693824140594
951,0.04842491784651084
952,0.04358598528704279
953,0.06984673548200097
954,0.04334288433463719
955,0.03190681428973572
956,0.05455037581795646
957,0.030432146934566386
958,0.072429475515582
959,0.04362121178173719
960,0.012771242928113853
961,0.05951494467417667
962,0.02441589812794837
963,0.024528662431763586
964,0.018892678353696627
965,0.02412966352779154
966,0.03906497486031044
967,0.021639057460076612
968,0.04143733536157027
969,0.022703868712997566
970,0.0544069278977743
971,0.057162210890929224
972,0.041643050907754706
973,0.03817378701746576
974,0.05899467587546673
975,0.043972253677575686
976,0.05950519892038738
977,0.038716872302818846
978,0.037915562656962054
979,0.05708283892769666
980,0.0203235624471948
981,0.026366315094893397
982,0.04834108883956166
983,0.048904889186093786
984,0.04620819164566005
985,0.021774169723867545
986,0.013185563358491357
987,0.05459297099890837
988,0.015922177853844362
989,0.03105026420475065
990,0.010499731981342932
991,0.07310504786774884
992,0.025228851957384526
993,0.044189965887224035
994,0.05076484931967537
995,0.01644833886384563
996,0.036416336508947184
997,0.034005601133236286
998,0.05562196617527154
999,0.05585401007812238
1000,0.06274090679532314
1001,0.02145693469766514
1002,0.022979098944059407
1003,0.02571449428515966
1004,0.027809010353669755
1005,0.04128857489554944
1006,0.02566232920978002
1007,0.038288496965218466
1008,0.03195256476594362
1009,0.05074356165034572
1010,0.02853073265704999
1011,0.025872761084920762
1012,0.0403401510806213
1013,0.06514496476760623
1014,0.0805009131488048
1015,0.07631261685330083
1016,0.030623354954444806
1017,0.07076027432148616
1018,0.030259674671555648
1019,0.05447600945451394
1020,0.031928342759169906
1021,0.04653533769188673
1022,0.0535171946112955
1023,0.020181543283050416
1024,0.029108180307243138
1025,0.04819301698254082
1026,0.05341073255923775
1027,0.019307378873539515
1028,0.04944000994674345
1029,0.04178455257616322
1030,0.050498918344256565
1031,0.028476293893518797
1032,0.052481769430242686
1033,0.052468238308468376
1034,0.023517549474093086
1035,0.03746197889575117
1036,0.055118380620067714
1037,0.030814829690050505
1038,0.04891097034274845
1039,0.03229303395480078
1040,0.017738454326114813
1041,0.02276381605221759
1042,0.034722926086455615
1043,0.055619740533534856
1044,0.052695275088466435
1045,0.04300176614028272
1046,0.029998984988068658
1047,0.027228573060225796
1048,0.06977006613737399
1049,0.013955847936733393
1050,0.05090198525619741
1051,0.021372312187241956
1052,0.029701949735910574
1053,0.024447861229920636
1054,0.059896075515276016
1055,0.03240120218114185
1056,0.044496908500239823
1057,0.04725974035859589
1058,0.04529807944535921
1059,0.02025228565112024
1060,0.04602298314149266
1061,0.03231049764491504
1062,0.05118296372045547
1063,0.02870341593881828
1064,0.05410982255774242
1065,0.02118791139032566
1066,0.052380028626176606
1067,0.04935352679194958
1068,0.0672231950639997
1069,0.032495350789092346
1070,0.0017210067838350656
1071,0.05328739217737727
1072,0.0420349114574773
1073,0.02658116681459897
1074,0.01832713817732901
1075,0.03166340386551921
1076,0.03215784756814327
1077,0.022903556531791037
1078,0.023833328836338628
1079,0.04536074098459848
1080,0.023439578757584626
1081,0.03772737393284952
1082,0.012338802866486883
1083,0.03386387175954693
1084,0.015436186327893025
1085,0.055600501918469
1086,0.06389696277921934
1087,0.03451138624748817
1088,0.03633976426199442
1089,0.044229947128890085
1090,0.0376894481238189
1091,0.05785698934443188
1092,0.05110940498136197
1093,0.03561298482829368
1094,0.05248565339775462
1095,0.030343298213797776
1096,0.0546838195163845
1097,0.04377220962359985
1098,-0.0021038635003776305
1099,0.045174425770999935
1100,0.03458473951481824
1101,0.024374933546530423
1102,0.029153821540603655
1103,0.02123903516299937
1104,0.012572990241854761
1105,0.012829711722147799
1106,0.024415450918299515
1107,0.054394489642234985
1108,0.044285265572334614
1109,0.023054938465066486
1110,0.02592429168446925
1111,0.036678355616212126
1112,0.01956732954161696
1113,0.0333954744578102
1114,0.032753802454942325
1115,0.04146411627298224
1116,0.054002015130669864
1117,0.028500194012160585
1118,0.02588315274501036
1119,0.044062288537708966
1120,0.01558136022322351
1121,0.02835712876563341
1122,0.051178673815756234
1123,0.03330604632602303
1124,0.052257533805566636
1125,0.03728331828900159
1126,0.029434758668745814
1127,0.06445258329874394
1128,0.02359268632129154
1129,0.0340326098130133
1130,0.03378506643421558
1131,0.04602852398063213
1132,0.057320683602046583
1133,0.04972816067362609
1134,0.054860308138830596
1135,0.03645024555300609
1136,0.0441499699490844
1137,0.041080000250112506
1138,0.028079619242387558
1139,0.06821127393059247
1140,0.021836181119216147
1141,0.04316863230363812
1142,0.03275691881682804
1143,0.03763845663637885
1144,0.057522084573995366
1145,0.015427776983925588
1146,0.04315136758137032
1147,0.05215431357334896
1148,0.03326709052792734
1149,0.027248529226053763
1150,0.029862770417719738
1151,0.04215906114383376
1152,0.019848014484487433
1153,0.026803864819417267
1154,0.036866118695000845
1155,0.032650705577402794
1156,0.042356918777347
1157,0.03318564317889261
1158,0.015737534621507197
1159,0.015207203075841029
1160,0.04268509164658692
1161,0.02922948576930195
1162,0.039154415026274925
1163,0.007571829404408836
1164,0.040579548699115627
1165,0.0529108855501346
1166,0.06188991512302078
1167,0.04472294284744248
1168,0.058364617140930705
1169,0.03079158781223534
1170,5.239157645007864e-4
1171,0.05604314041622247
1172,0.05124499601084602
1173,0.02086862407129893
1174,0.03046589320210801
1175,0.0314555141665796
1176,0.022782340300326505
1177,0.0161856170466936
1178,0.05402801550485883
1179,0.033599023299483534
1180,0.015552333743284182
1181,0.002880161468780884
1182,0.05359710660056062
1183,0.03570670218875329
1184,0.04424094385004785
1185,0.02656708740483062
1186,0.06745597734325007
1187,0.025024085066946648
1188,0.024067424942188654
1189,0.025355049508573587
1190,0.029954597763360916
1191,0.03528531279465062
1192,0.0729215884249325
1193,0.010587010628560848
1194,0.03398218561610605
1195,0.027728053304014767
1196,0.038026567117032214
1197,0.005911915137042189
1198,0.014557403999451013
1199,0.05640091144887471
1200,0.04294567448850915
1201,0.051557664560629234
1202,0.03594849222427203
1203,0.03540307545467207
1204,0.02270286791081662
1205,0.05392715534266293
1206,0.036600771306613336
1207,0.03112282970015055
1208,0.0513311180287276
1209,0.032407945196542165
1210,0.010112767316968937
1211,0.03316978448531464
1212,0.03818413775459623
1213,0.04445118587278453
1214,0.03811918983535339
1215,0.042877872022817544
1216,0.02866415418936984
1217,0.03870879101459673
1218,0.058157699774258775
1219,0.021208997395556706
1220,0.0572040804318984
1221,0.017418529708261323
1222,0.0437892313416507
1223,0.034936339592027715
1224,0.045630158667348125
1225,0.05211338675913107
1226,0.03757958239794672
1227,0.03852242754152695
1228,0.04419488309250858
1229,0.0654381265651124
1230,0.03469561659603111
1231,0.02107329442035135
1232,0.04532197280773239
1233,0.04018817301830249
1234,0.04010729170827118
1235,0.02434157447158303
1236,0.04270451406913354
1237,0.017502709322301163
1238,0.037132168229341435
1239,0.020987641537605458
1240,0.06044564395515501
1241,0.03907133345332089
1242,0.03285956550060179
1243,0.022732419747240013
1244,0.06083796154320087
1245,0.05535530677385679
1246,0.05173930980270629
1247,0.009403584737826634
